Industry Name,Number of firms,Annual Average Revenue growth - Last 5 years,Pre-tax Operating Margin (Unadjusted),After-tax ROC,Average effective tax rate,Unlevered Beta,Equity (Levered) Beta,Cost of equity,Std deviation in stock prices,Pre-tax cost of debt,Market Debt/Capital,Cost of capital,Sales/Capital,EV/Sales,EV/EBITDA,EV/EBIT,Price/Book,Trailing PE,Non-cash WC as % of Revenues,Cap Ex as % of Revenues,Net Cap Ex as % of Revenues,Reinvestment Rate,ROE,Dividend Payout Ratio,Equity Reinvestment Rate,Pre-tax Operating Margin (Lease & R&D adjusted)
Precious Metals,823,0.23166027322404364,0.1267878215363298,0.10269894013168175,0.27555218036402884,1.1122272531127146,1.1733808838398774,0.112800048467257,0.7078952403894263,0.0745,0.15751587434249664,0.10380763283414328,0.8527895141853166,2.3138332837840294,8.191244378046427,16.961329808372106,1.6595540828753375,43.668297531113026,0.1045200496032405,0.18342540915819863,0.08691699560346858,1.1399813900044753,0.03301130425407585,1.5292432877623996,1.5292432877623996,0.12719775590183677
Publishing & Newspapers,321,0.012444810606060619,0.07554716472672487,0.10343449946067172,0.1818283700421587,0.8404531985008978,0.8338346370959802,0.09341195777818047,0.37553461134817656,0.0657,0.17225527053311818,0.08578423639878832,1.6459546584453943,1.3284966418875108,10.162094800454826,16.33410413148988,1.611467319885355,40.61420519164698,0.08415100551889458,0.0361724151369375,0.0026847916843477787,0.06237126560109434,0.08810239588654906,0.6645051008166462,0.6645051008166462,0.07660190460993758
R.E.I.T.,650,0.08566818548387094,0.31117064377034764,0.03460415465330588,0.03301692565825981,0.49452464538210045,0.7873467984882381,0.0907575021936784,0.25184912324488745,0.0612,0.45710454740859624,0.07019138939929383,0.12057399553090244,10.96376962247573,20.05881850007929,33.079933689832885,1.45614324862315,36.793980326828695,1.069664429672774,0.04734848211351085,-0.06985823211671999,-0.23265421518672788,0.03518749162884923,1.998598139485014,1.998598139485014,0.2934329893867503
Real Estate (Development),879,0.05772051209103836,0.05513288161783046,0.021146449116557203,0.2968212668744724,0.4321952750030903,0.9372138252501093,0.09931490942178124,0.41235401305466174,0.0657,0.6742720749004402,0.0654769365824206,0.45314505601031874,1.8901276128687499,14.910613926783386,24.783043140230752,0.4900218720041644,53.27971578094697,3.245641632996061,0.03077430220513581,0.020828016741098767,-3.670446296951757,-0.017116229122804562,0.0070901179081967166,0.007090117908196691,0.0548810512167145
Real Estate (General/Diversified),309,0.07175267441860465,0.14863328964235034,0.03542870514679378,0.2725157764203402,0.5277516629535361,0.9453524190708004,0.0997796231289427,0.3176306571722835,0.0657,0.5546362818921262,0.07168775961015815,0.26993760898108565,3.4523419558692625,13.785148217782979,20.446975972530712,0.716367272664805,29.2542097458327,1.2231403828503178,0.08681382014953509,0.071181742296746,1.172685699963017,0.028230967320701322,0.8970300032365812,0.8970300032365812,0.15464921545883958
Real Estate (Operations & Services),749,0.07427590994371487,0.17510345882073594,0.04144747040045901,0.21824282806506626,0.5603549860848621,0.881998397612396,0.0961621085036678,0.35968379636045256,0.0657,0.4778542445911017,0.0736878356360734,0.26402837363555315,3.9947941196473966,16.687504936509356,20.40580240199837,0.8964444972275748,94.64720267040038,0.22078779853759253,0.022938933571137618,0.030877327544336957,0.2948218030859899,-0.0004276127115410209,0.009063149645655473,0.009063149645655466,0.17939982235728005
Recreation,320,0.049946122448979606,0.10483252540858064,0.09828012461097044,0.24470492031754193,0.9484442886385445,1.0667202545900192,0.1067097265370901,0.3660347727883388,0.0657,0.24249789964099594,0.09274687533897666,1.2590547993679317,2.0170035035455416,11.386961680012252,19.432345858948352,2.522150411867047,78.6687475906874,0.15389722616578982,0.06279515739288019,0.03203300430426912,0.288810018290435,0.07825262786617852,0.5833095006590824,0.5833095006590824,0.0992410245346695
Reinsurance,33,0.060185000000000016,0.12739255796707408,0.20241035747384928,0.1319751636706322,1.2009096051209383,1.1953705432106245,0.11405565801732667,0.3140790807598063,0.0657,0.20135742519601033,0.10098248731421666,1.8532614712467494,0.9121997194300304,9.853351280211657,7.161561197527308,1.2423818744268456,7.533238512888166,-0.6464235376069414,0.001082445077598424,0.005436687489382434,0.11098441622112191,0.1995703246338004,0.2566759305399446,0.25667593053994464,0.12734499906420016
Restaurant/Dining,401,0.03456134482758625,0.10403299523950783,0.14980478064662475,0.1896342847213431,0.8135516955790292,0.9244926369893237,0.09858852957209038,0.33700973355544106,0.0657,0.1911842056182664,0.08913292782953733,1.9164377799332746,2.7726225397663167,17.094692016883652,27.637934106200042,10.085725547891842,125.5940324072094,-0.025221375907373885,0.04557551711955683,0.022728735488689106,0.28750586664140193,0.2902241259735708,0.6028349214565062,0.6028349214565062,0.09706697763499965
Retail (Automotive),208,0.06608078571428573,0.05012435553065411,0.10287586469596494,0.23589453873014418,0.6741820924391226,0.9302921727911228,0.09891968306637311,0.365384427810218,0.0657,0.3717844602894967,0.08040882364040822,2.6155464304479135,0.8360007140361282,11.861639541973805,17.186046585303917,3.127673636774118,81.11607075357556,0.11613663993077378,0.021324501407629315,0.016567194986285064,0.6441326788747836,0.1840579660107366,0.2947680940994878,0.2947680940994878,0.04815828942347502
Retail (Building Supply),117,0.04441772151898734,0.10656115161321383,0.2461376398673357,0.24309177240267593,0.8505019178694755,0.9765945052218301,0.10156354624816649,0.34112481595208105,0.0657,0.18478286981752373,0.09187481009784054,2.8469120837423003,2.107825907712949,14.809875799753357,19.779644376508973,19.11768176233563,49.09335035729035,0.08708499858731492,0.02587699148629189,0.05477444707113248,0.62906203570821,0.9921001879984631,0.5333408264813647,0.5333408264813647,0.10516457985864275
Retail (Distributors),1038,0.09791606958762891,0.04928295149469039,0.0799339959563239,0.23116288389908993,0.6214126804412217,0.8201075345159564,0.0926281402208611,0.3676124393461729,0.0657,0.3671137302019578,0.07665954457984886,1.943673711701556,0.8348356353188954,12.084949912771686,16.185383594810467,1.5839785215995876,81.82789179431978,0.16544401430445746,0.031005551301192757,0.027911408779862108,0.8570172906842205,0.12488227375888986,0.4120966980240126,0.4120966980240126,0.04973450098466439
Retail (General),253,0.019390829015544033,0.05924229691082409,0.10133972617718918,0.19124132658939955,1.0445584246223811,1.104769773812101,0.10888235408467095,0.34376130249213976,0.0657,0.12769375354781737,0.1012524104474077,2.7232353399824696,1.8330148893854228,17.201151727924977,31.51981023275394,5.601453097562185,89.06645505284209,0.015021771148685649,0.05110068332114653,0.01728319881340636,0.40321578384544315,0.1809302180720614,0.1870138687949028,0.18701386879490278,0.05796713097762505
Retail (Grocery and Food),204,0.0600456603773585,0.040244062899986256,0.10782224576056171,0.24884311993825056,0.619685890020288,0.7748288746225396,0.09004272874094701,0.3076379871583256,0.0657,0.32194327930613215,0.07687129877863277,3.5709022365605043,0.6444372587185917,9.636517671162286,15.943768531608725,2.4958635803321796,35.53027722271778,-0.025013504837998732,0.028575691029278094,0.01092709861017801,0.36041561390054655,0.1104058137541288,0.5955179671666571,0.5955179671666571,0.03845620029910794
Retail (REITs),121,0.08284762376237627,0.5001065282249229,0.048001617939278346,0.04486548628619145,0.639896428640752,0.974888176214587,0.10146611486185292,0.20234299271343784,0.0612,0.4330431695955872,0.07734528342760932,0.10213707891072211,11.511604716091854,17.299202462732264,21.392580282716718,1.184426488337337,81.25625737032763,-0.013814521510392669,0.03007009009884399,-0.050879732370639634,-0.0916375715239623,0.04043734976178894,1.562077291161109,1.562077291161109,0.4920281072585968
Retail (Special Lines),633,0.05541662763466047,0.05890805839097781,0.1470399885066467,0.2471304524677494,0.9619087443665812,1.0598913069344804,0.10631979362595884,0.3981427469667038,0.0657,0.19321961771110194,0.0952696924455984,2.9583766512181544,1.194972977717833,11.889756633073452,19.433913304527746,3.9178839227449673,39.739255325161146,0.06693670426086686,0.022031853834014913,0.001241304877115251,0.06873217660316387,0.10914157998940444,0.5835206099037102,0.5835206099037102,0.06026471746132379
Rubber& Tires,92,0.06180455696202532,0.1041946189710417,0.10030589911486042,0.2380629281392605,0.7622642218288536,0.9130420368678229,0.0979347003051527,0.30447246680306844,0.0657,0.31344269736678787,0.08263736758096872,1.2921480931644265,0.937452678036485,5.726002461136792,8.938518104009537,1.0723311730859577,22.008550905548397,0.2329929488526439,0.06890632025380106,0.033505933306492264,0.5295842969680905,0.10107081994905652,0.39476594988021463,0.39476594988021463,0.10357233543979387
Semiconductor,665,0.07738432835820887,0.21342892802586189,0.15913647234971032,0.14728494801798722,1.6614076139987826,1.6782559728868123,0.141628416051837,0.4227354225158977,0.0657,0.055576897022523435,0.13648766667355014,1.0926794351128142,8.708991582214495,24.78669820792039,39.72162889779928,7.0911935285722025,137.20492507459227,0.15613189700892702,0.16674497372170724,0.11719594265964474,0.7822345638055896,0.15372078320054205,0.38497471073014505,0.3849747107301451,0.22304998196596562
Semiconductor Equip,375,0.09643841328413284,0.18648608557226617,0.1681612582174975,0.1632729299459991,2.0245749437343714,2.0188341849907365,0.16107543196297106,0.4385096135203445,0.0657,0.07008560646376134,0.15322970071237746,1.3347110524026369,4.788955766357449,19.055050981102493,25.045126734212634,4.964783270483776,62.22820542390951,0.3492796829132233,0.1013150204340442,0.07145248710624737,0.7925123576440898,0.18395242715947255,0.3692655405261411,0.36926554052614113,0.19464169814910937
Shipbuilding & Marine,357,0.09890581881533098,0.1456287756982192,0.0952899796758431,0.13868025690251345,0.7506806238343013,0.8366730815879405,0.0935740329586714,0.34385890924876383,0.0657,0.3036986179520979,0.08007658127426966,0.7460415988430965,1.5631628979033525,7.226344141112483,10.406519873864868,0.9509744539076272,26.43495318106245,-0.0020946630263142677,0.10973486448820233,0.0479781078209702,0.5127862640843637,0.12192809569866123,0.45056013361274094,0.45056013361274094,0.14801483692823528
Shoe,82,-0.01184859375,0.11104326222840347,0.1867464447049137,0.19010081966149922,0.7518116101350905,0.766209790964854,0.08955057906409317,0.36837870667795686,0.0657,0.10497374311291298,0.08530752786886568,2.063054907104521,2.119130714823717,14.609529294235351,18.74181784305706,4.404379392393313,49.04608236773148,0.19368218656241376,0.014023266602783727,-0.0074046856870474435,-0.050069596639942905,0.2080101698352004,0.3675676344734462,0.3675676344734462,0.11197229343951604
Software (Entertainment),311,0.12961611702127657,0.3005706765379933,0.21551369284962238,0.16014482156025028,1.2571994981034138,1.2601011119394356,0.11775177349174176,0.5291591166446696,0.0682,0.037008983305729826,0.1152813567405987,1.2108199820984327,6.625998304435553,17.79794122383781,21.78929709686213,6.2033634949669505,81.08414190587361,0.01643653445137837,0.12785219724176686,0.09488675645353344,0.42153839341779437,0.2809801054045535,0.0836818043806024,0.08368180438060235,0.3105833818781535
Software (Internet),147,0.13876399999999994,0.048592885534827684,0.13534242363047064,0.1360800774419946,1.3183294821552847,1.370302206754265,0.12404425600566851,0.49045487085788775,0.0682,0.09550212624772073,0.11706837042685928,1.4171358211200535,6.006606904719914,36.671837030076084,95.59569167889396,8.096127234595507,54.19840720169244,0.05965559742004337,0.07164938473559157,1.8867821441981214,48.707438751507134,0.03675910171257023,0.5031442641398015,0.5031442641398015,1.89933875321686
Software (System & Application),1567,0.12663019977802442,0.23529299232412612,0.2155025330071699,0.18289890986131171,1.3062901950386756,1.3220217888237162,0.1212874441418342,0.5182410676502874,0.0682,0.04738292708398446,0.11795701740582495,1.7212276243824696,9.949708907005416,28.175499498690545,38.9169595641231,9.355734821455885,126.90444921887325,0.11839954050265998,0.09893182940943189,0.16827628965820413,0.9445904808338665,0.19997192333925523,0.29238301037888953,0.2923830103788896,0.2485555047805545
Steel,727,0.08867734729493887,0.05588964379870377,0.06714366561929556,0.22305624292718015,0.9368976981171875,1.1503164323693125,0.11148306828828775,0.3647609307279481,0.0657,0.3491864839517607,0.08971038023487914,1.4149409280658292,0.7378165646184713,6.7333764064996515,12.416542389663983,0.8866040261597283,40.6154948930657,0.14573435255963102,0.06920970793009786,0.04405337669589425,1.1489567343320086,0.05817759911574916,0.7626058118067116,0.7626058118067116,0.05653804644097683
Telecom (Wireless),98,0.06572125,0.1504256110533277,0.09125758201669891,0.20573941316505037,0.6677029437691795,0.8966865208041107,0.09700080033791472,0.2979439172230527,0.0612,0.3717635077285821,0.07795333331787305,0.7327045130572793,2.4164834395924806,7.936894151214051,16.18033477434827,1.67383663047263,37.225399646705654,-0.11944514701787583,0.14227790591002004,0.004436514397926499,0.23214748789030573,0.12144919744872282,0.5651423003823961,0.5651423003823961,0.15460199014959705
Telecom. Equipment,440,0.03249771739130435,0.10034189474527085,0.1150888135688252,0.13315894255152091,1.1657942786205602,1.194848437320267,0.11402584577098723,0.45110054710512826,0.0682,0.11717756571463833,0.10664062589933408,2.133449316551066,3.1249197515155034,19.594893307939277,28.77849391695484,1.4537205694885273,1214.1471266685842,0.23096559178353746,0.03140360804582742,0.11382499999201402,1.118233662094995,0.08701211123782261,0.7980208714108472,0.7980208714108472,0.10628065173262888
Telecom. Services,274,0.09622234741784036,0.15849933656994836,0.09443635195896061,0.2572917715967945,0.56153373714287,0.8550601614198708,0.09462393521707463,0.3595014226933627,0.0657,0.4439547655066988,0.07442689009499344,0.7069149298346922,2.1270350277373287,6.591251748080409,13.150511409746436,1.4442478756159476,31.7251055162019,0.002494972503375732,0.13961160101976128,-0.024904116834196376,-0.1704302189203261,0.07173997369320387,1.040007505483598,1.040007505483598,0.15940387291798466
Tobacco,54,0.3216951162790697,0.31816203573924395,0.21074845170305248,0.21340542399574022,0.4281823452206098,0.4991008376020947,0.0742986578270796,0.435071779899884,0.0657,0.21836442328743838,0.06880281882338521,0.8131276141902394,3.811976834989089,10.585718837954175,11.9448170729096,4.324858735416174,24.825429268205777,0.16015318560811023,0.030316812433430644,-0.006124985589879158,-0.01554790043416352,0.10474313833596573,1.9933810028880292,1.9933810028880292,0.31851588612350995
Transportation,446,0.11398623376623374,0.06678266624701394,0.08771982267279026,0.2196352934185786,0.7080179718509676,0.9208773980068596,0.0983820994261917,0.3542176323049625,0.0657,0.3591640175760828,0.08069268273767208,1.6123142590216617,1.2299670565769731,10.45563391803228,17.314661800139064,1.9017142768387425,45.61218451016317,0.03225227136514108,0.043282548485499714,0.010388768796590047,0.37753566426628327,0.11920419510260823,0.5543814785773705,0.5543814785773705,0.06730511186864416
Transportation (Railroads),54,0.0011922222222222202,0.22968154884064834,0.0839752026313908,0.23749901561865872,0.61340248884171,0.8009430350904613,0.09153384730366534,0.21796118227542896,0.0612,0.32519926850152797,0.0766499687120919,0.46351632546624344,3.733593144665918,11.006040774056666,15.994348218590789,1.9506652485134208,24.631744447251233,0.06244499224212902,0.17329726449242247,0.11132107764862063,0.6724574315836479,0.1301223688587202,0.3834361301670866,0.38343613016708655,0.23157174435676822
Trucking,113,0.04918160493827158,0.0753296571799199,0.09425862206181831,0.24711593668939988,0.6972765725709966,0.851592078101013,0.09442590765956785,0.33872458859943927,0.0657,0.26028933258687587,0.08263598581903517,1.529153595252337,1.5853905197423346,10.290760835840068,20.328257422330534,2.5622334984026183,77.87155222990306,0.06700264607480963,0.11257750993727737,0.06889583971237419,1.1478645542405777,0.0917556887503292,0.3022195260212316,0.3022195260212316,0.07681384291412023
Utility (General),52,0.04313956521739129,0.1497309632557981,0.08406795723580653,0.1531684021545398,0.4293673465124172,0.6529650084393694,0.08308430198188799,0.21904160884218274,0.0612,0.44426312380056915,0.06650487224008222,0.6708962381093332,2.408308795454755,10.29775989560504,16.129722995120197,1.604371431586532,16.75160693273575,-0.03222569424995128,0.19357492852232017,0.11661381202132674,0.9968959632193806,0.10714233716527913,0.6780132743146468,0.6780132743146468,0.14938493487574075
Utility (Water),106,0.06402658823529411,0.2619979802373128,0.07045633803569709,0.21916734957401024,0.4070576244109758,0.6674612303833111,0.08391203625488705,0.3134659052139992,0.0657,0.4948539301685357,0.06670023654769958,0.31906450065547604,4.449026913332253,11.223810658872942,16.829973847096994,1.3543250533701492,22.16381608993469,0.10812369734755466,0.24975989914155822,0.1312284591374094,0.7639934010248204,0.11510643200063127,0.6656255388167998,0.48297940904182024,0.26216752986427083
Tiotal Market,47810,0.09196669412124926,0.10240304523413575,0.06931334160955732,0.2154439821853485,0.7944602468554776,1.016327909542543,0.10383232363487921,0.4087040282697168,0.0657,0.37081896540542153,0.08354783515604486,0.796490186309763,2.4842971498154522,13.21342785074356,19.78446438728275,2.1526525659456675,74.52514474933345,-1.2054905343567515,0.06435696483693416,0.04155856269057567,0.6852248542373072,0.11510643200063127,0.48297940904182024,0.48297940904182024,0.10587551679735265
Total Market (without financials),42750,0.08678596665746692,0.09777263014633325,0.10997032471851471,0.22547870642741624,0.915155197428865,1.0480020010286757,0.10564091425873738,0.41664366643680406,0.0657,0.22771761651352895,0.0927724883068409,1.3815053414692071,1.8953802539663376,12.152627518309783,18.667601887208964,2.5328727957007104,77.65897060338989,0.12219536157105167,0.06476508635962093,0.04076020921540295,0.7123419882101653,0.1112437980672905,0.5354053033856725,0.5354053033856725,0.10142295103506685
